customer_key,customer_id,customer_number,customer_firstname,customer_lastname,customer_marital_status,customer_gender,customer_birthday,cntry,customer_create_date
1568,12567,AW00012567,Carmen,Arthur,marry,female,1953-02-14,n/a,2025-10-08
1569,12568,AW00012568,Stacey,Ye,marry,female,1947-12-14,n/a,2025-10-08
1570,12569,AW00012569,Kristin,Rai,marry,female,1947-09-16,n/a,2025-10-08
1571,12570,AW00012570,Casey,Munoz,single,male,1985-11-13,AUSTRALIA,2025-10-08
1572,12571,AW00012571,Jennifer,Green,marry,female,1985-11-16,AUSTRALIA,2025-10-08
1573,12572,AW00012572,Alisha,Chander,single,female,1985-11-24,AUSTRALIA,2025-10-08
1574,12573,AW00012573,Grant,Rai,single,male,1985-08-22,AUSTRALIA,2025-10-08
1575,12574,AW00012574,Derek,Raje,single,male,1985-08-10,AUSTRALIA,2025-10-08
1576,12575,AW00012575,Jaclyn,Shen,single,female,1985-03-11,AUSTRALIA,2025-10-08
1577,12576,AW00012576,Walter,Dominguez,single,male,1984-09-10,AUSTRALIA,2025-10-08
1578,12577,AW00012577,Francis,Sanz,single,male,1985-02-16,AUSTRALIA,2025-10-08
1579,12578,AW00012578,Gavin,Perry,single,male,1985-08-27,AUSTRALIA,2025-10-08
1580,12579,AW00012579,Lydia,Sanchez,single,female,1984-03-09,AUSTRALIA,2025-10-08
1581,12580,AW00012580,Cedric,She,single,male,1984-03-07,AUSTRALIA,2025-10-08
1582,12581,AW00012581,Kristina,Fernandez,single,female,1983-09-08,AUSTRALIA,2025-10-08
1583,12582,AW00012582,Carmen,Sara,single,female,1982-09-22,AUSTRALIA,2025-10-08
1584,12583,AW00012583,Tyrone,Ortega,single,male,1982-02-04,AUSTRALIA,2025-10-08
1585,12584,AW00012584,Brittney,Ma,single,female,1982-01-01,AUSTRALIA,2025-10-08
1586,12585,AW00012585,Ian,Martinez,marry,male,1984-12-21,AUSTRALIA,2025-10-08
1587,12586,AW00012586,Kellie,Hernandez,single,female,1984-10-21,AUSTRALIA,2025-10-08
1588,12587,AW00012587,Danny,Travers,single,male,1984-02-17,AUSTRALIA,2025-10-08
1589,12588,AW00012588,Tracy,Chande,single,female,1983-01-22,AUSTRALIA,2025-10-08
1590,12589,AW00012589,Ruben,Rodriguez,marry,male,1982-11-14,AUSTRALIA,2025-10-08
1591,12590,AW00012590,Mario,Chander,single,male,1948-11-23,n/a,2025-10-08
1592,12591,AW00012591,Meredith,Madan,marry,female,1972-04-17,GERMANY,2025-10-08
1593,12592,AW00012592,Amy,Li,marry,female,1967-01-17,n/a,2025-10-08
1594,12593,AW00012593,Benjamin,Zhang,single,male,1966-10-31,n/a,2025-10-08
1595,12594,AW00012594,Sandra,Gao,marry,female,1966-08-16,n/a,2025-10-08
1596,12595,AW00012595,Mathew,Blanco,single,male,1966-12-17,n/a,2025-10-08
1597,12596,AW00012596,Armando,Romero,marry,male,1966-07-14,n/a,2025-10-08
1598,12597,AW00012597,Franklin,Zhang,marry,male,1965-11-30,n/a,2025-10-08
1599,12598,AW00012598,Alexandra,Bryant,marry,female,1965-08-01,n/a,2025-10-08
1600,12599,AW00012599,Jillian,Fernandez,marry,female,1970-12-07,n/a,2025-10-08
1601,12600,AW00012600,Larry,Romero,marry,male,1963-10-01,GERMANY,2025-10-08
1602,12601,AW00012601,Randy,Zhang,marry,male,1971-08-10,n/a,2025-10-08
1603,12602,AW00012602,Francisco,Srini,marry,male,1966-04-25,n/a,2025-10-08
1604,12603,AW00012603,Cole,Reed,single,male,1971-02-15,n/a,2025-10-08
1605,12604,AW00012604,Nathan,Lee,marry,male,1976-09-11,GERMANY,2025-10-08
1606,12605,AW00012605,Carol,Cooper,marry,female,1977-01-30,GERMANY,2025-10-08
1607,12606,AW00012606,Arthur,Van,marry,male,1965-10-18,FRANCE,2025-10-08
1608,12607,AW00012607,Tamara,Zhu,marry,female,1966-03-22,FRANCE,2025-10-08
1609,12608,AW00012608,Brett,Sanchez,marry,male,1970-11-05,n/a,2025-10-08
1610,12609,AW00012609,Linda,Carlson,marry,female,1965-03-19,n/a,2025-10-08
1611,12610,AW00012610,Wendy,Gutierrez,marry,female,1964-03-05,n/a,2025-10-08
1612,12611,AW00012611,Manuel,Sara,single,male,1981-04-07,n/a,2025-10-08
1613,12612,AW00012612,Shannon,Torres,single,male,1974-12-04,n/a,2025-10-08
1614,12613,AW00012613,Joel,Prasad,marry,male,1981-08-30,FRANCE,2025-10-08
1615,12614,AW00012614,Lance,Gill,single,male,1975-12-12,FRANCE,2025-10-08
1616,12615,AW00012615,Nathan,Hill,single,male,1985-08-16,n/a,2025-10-08
1617,12616,AW00012616,Kelsey,Tang,single,female,1980-10-08,GERMANY,2025-10-08
1618,12617,AW00012617,Jake,Ma,marry,male,1975-04-04,GERMANY,2025-10-08
1619,12618,AW00012618,Dawn,Lal,marry,female,1974-12-21,FRANCE,2025-10-08
1620,12619,AW00012619,Priscilla,Rai,marry,female,1975-02-04,n/a,2025-10-08
1621,12620,AW00012620,Maurice,Lal,marry,male,1974-10-15,FRANCE,2025-10-08
1622,12621,AW00012621,Barry,Martinez,marry,male,1980-12-08,FRANCE,2025-10-08
1623,12622,AW00012622,Micheal,Rubio,marry,male,1974-10-08,n/a,2025-10-08
1624,12623,AW00012623,Jesse,Sanchez,marry,male,1958-01-15,n/a,2025-10-08
1625,12624,AW00012624,Jamie,Xu,marry,female,1958-04-01,GERMANY,2025-10-08
1626,12625,AW00012625,Carly,Andersen,marry,female,1957-12-24,FRANCE,2025-10-08
1627,12626,AW00012626,Cassie,Lal,marry,female,1956-10-30,n/a,2025-10-08
1628,12627,AW00012627,Leah,Zheng,single,female,1978-12-31,n/a,2025-10-08
1629,12628,AW00012628,Arturo,Ma,marry,male,1979-11-01,FRANCE,2025-10-08
1630,12629,AW00012629,Russell,Nara,single,male,1979-12-23,GERMANY,2025-10-08
1631,12630,AW00012630,Kevin,Simmons,marry,male,1960-03-21,n/a,2025-10-08
1632,12631,AW00012631,Clarence,Gao,single,male,1949-11-14,FRANCE,2025-10-08
1633,12632,AW00012632,Bonnie,Nath,marry,female,1961-02-11,FRANCE,2025-10-08
1634,12633,AW00012633,Shannon,Suarez,marry,male,1950-08-09,n/a,2025-10-08
1635,12634,AW00012634,Derrick,Ruiz,marry,male,1951-03-13,n/a,2025-10-08
1636,12635,AW00012635,Brad,Beck,single,male,1957-09-21,FRANCE,2025-10-08
1637,12636,AW00012636,Tamer,Salah,marry,female,1952-01-31,GERMANY,2025-10-08
1638,12637,AW00012637,Leonard,Nath,marry,male,1951-08-30,n/a,2025-10-08
1639,12638,AW00012638,Sebastian,Brooks,marry,male,1964-12-30,GERMANY,2025-10-08
1640,12639,AW00012639,Ruben,Lopez,single,male,1959-01-09,FRANCE,2025-10-08
1641,12640,AW00012640,Angel,Richardson,marry,male,1964-11-18,n/a,2025-10-08
1642,12641,AW00012641,Willie,Raje,marry,male,1959-09-02,FRANCE,2025-10-08
1643,12642,AW00012642,Jimmy,Carlson,marry,male,1965-04-09,FRANCE,2025-10-08
1644,12643,AW00012643,Kristina,Perez,marry,female,1959-01-21,GERMANY,2025-10-08
1645,12644,AW00012644,Rachel,Reed,marry,female,1958-12-01,n/a,2025-10-08
1646,12645,AW00012645,Audrey,Ruiz,marry,female,1964-05-03,n/a,2025-10-08
1647,12646,AW00012646,Kenneth,Xu,single,male,1958-01-08,GERMANY,2025-10-08
1648,12647,AW00012647,Colleen,Anand,marry,female,1963-09-23,n/a,2025-10-08
1649,12648,AW00012648,Lori,Dominguez,marry,female,1957-09-07,n/a,2025-10-08
1650,12649,AW00012649,Omar,Goel,marry,male,1957-06-08,FRANCE,2025-10-08
1651,12650,AW00012650,Aaron,Wright,marry,male,1955-09-03,FRANCE,2025-10-08
1652,12651,AW00012651,Martin,Malhotra,single,male,1955-12-14,FRANCE,2025-10-08
1653,12652,AW00012652,Carolyn,Martin,marry,female,1956-02-06,n/a,2025-10-08
1654,12653,AW00012653,Nichole,Andersen,marry,female,1955-07-25,n/a,2025-10-08
1655,12654,AW00012654,Briana,Gill,marry,female,1956-05-26,n/a,2025-10-08
1656,12655,AW00012655,Larry,Vazquez,marry,male,1954-08-20,FRANCE,2025-10-08
1657,12656,AW00012656,Blake,Roberts,marry,male,1960-09-01,FRANCE,2025-10-08
1658,12657,AW00012657,Audrey,Blanco,marry,female,1954-12-04,GERMANY,2025-10-08
1659,12658,AW00012658,Joy,Gomez,marry,female,1960-01-08,n/a,2025-10-08
1660,12659,AW00012659,Damien,Chande,marry,male,1953-09-14,FRANCE,2025-10-08
1661,12660,AW00012660,Toni,Sanchez,marry,female,1953-04-17,FRANCE,2025-10-08
1662,12661,AW00012661,Deborah,Pal,marry,female,1953-02-18,FRANCE,2025-10-08
1663,12662,AW00012662,Jessie,Huang,marry,male,1952-11-21,FRANCE,2025-10-08
1664,12663,AW00012663,Morgan,Adams,marry,female,1952-12-21,FRANCE,2025-10-08
1665,12664,AW00012664,Krista,Gill,marry,female,1952-07-02,n/a,2025-10-08
1666,12665,AW00012665,Joy,Suarez,marry,female,1981-04-03,AUSTRALIA,2025-10-08
1667,12666,AW00012666,Jessie,Zhu,single,male,1981-02-16,AUSTRALIA,2025-10-08
1668,12667,AW00012667,Maria,Wood,marry,female,1982-05-22,AUSTRALIA,2025-10-08
1669,12668,AW00012668,Melissa,Patterson,single,female,1981-10-24,AUSTRALIA,2025-10-08
1670,12669,AW00012669,Irving,Schmidt,single,male,1981-09-01,AUSTRALIA,2025-10-08
1671,12670,AW00012670,Sarah,Martinez,single,female,1981-01-17,AUSTRALIA,2025-10-08
1672,12671,AW00012671,Alan,Huang,single,male,1979-08-11,AUSTRALIA,2025-10-08
1673,12672,AW00012672,Carson,Butler,single,male,1981-05-06,AUSTRALIA,2025-10-08
1674,12673,AW00012673,Colin,Stone,marry,male,1981-02-24,AUSTRALIA,2025-10-08
1675,12674,AW00012674,Jimmy,Travers,marry,male,1981-01-23,AUSTRALIA,2025-10-09
1676,12675,AW00012675,Holly,Fernandez,single,female,1984-10-01,AUSTRALIA,2025-10-10
1677,12676,AW00012676,Michele,Madan,single,female,1979-12-26,AUSTRALIA,2025-10-11
1678,12677,AW00012677,Cedric,Liu,marry,male,1980-05-04,AUSTRALIA,2025-10-12
1679,12678,AW00012678,Dana,Serrano,single,female,1980-04-08,AUSTRALIA,2025-10-12
1680,12679,AW00012679,Stacy,Gill,marry,female,1979-05-10,AUSTRALIA,2025-10-12
1681,12680,AW00012680,George,Sanchez,single,male,1977-12-30,AUSTRALIA,2025-10-12
1682,12681,AW00012681,Christy,Chow,single,female,1977-09-05,AUSTRALIA,2025-10-12
1683,12682,AW00012682,Kari,Subram,marry,female,1978-12-12,AUSTRALIA,2025-10-12
1684,12683,AW00012683,Laura,Zhou,single,female,1978-08-01,AUSTRALIA,2025-10-12
1685,12684,AW00012684,Shaun,Shen,marry,male,1978-11-20,AUSTRALIA,2025-10-12
1686,12685,AW00012685,Jaclyn,Xu,marry,female,1977-09-19,AUSTRALIA,2025-10-12
1687,12686,AW00012686,Trisha,Zhou,single,female,1978-04-17,AUSTRALIA,2025-10-12
1688,12687,AW00012687,Marshall,Li,single,male,1977-10-18,AUSTRALIA,2025-10-12
1689,12688,AW00012688,Stacy,Navarro,single,female,1978-02-01,AUSTRALIA,2025-10-12
1690,12689,AW00012689,Tamara,Pal,single,female,1978-04-04,AUSTRALIA,2025-10-12
1691,12690,AW00012690,Roger,Zhang,marry,male,1978-03-12,AUSTRALIA,2025-10-12
1692,12691,AW00012691,Rafael,Andersen,marry,male,1977-08-08,AUSTRALIA,2025-10-12
1693,12692,AW00012692,Glenn,Lu,single,male,1977-01-22,AUSTRALIA,2025-10-12
1694,12693,AW00012693,Ruth,Gonzalez,marry,female,1976-07-08,AUSTRALIA,2025-10-12
1695,12694,AW00012694,Jay,Arthur,single,male,1983-01-07,AUSTRALIA,2025-10-12
1696,12695,AW00012695,Kari,Ruiz,marry,female,1976-08-01,AUSTRALIA,2025-10-12
1697,12696,AW00012696,Stacey,Hu,marry,female,1982-03-13,AUSTRALIA,2025-10-12
1698,12697,AW00012697,Brenda,Stone,single,female,1975-12-22,AUSTRALIA,2025-10-12
1699,12698,AW00012698,Mohamed,Pal,marry,male,1981-05-10,AUSTRALIA,2025-10-12
1700,12699,AW00012699,Amy,Chow,marry,female,1975-09-15,AUSTRALIA,2025-10-12
1701,12700,AW00012700,Mindy,Kumar,marry,female,1976-09-16,AUSTRALIA,2025-10-12
1702,12701,AW00012701,Gary,Gutierrez,marry,male,1982-10-14,AUSTRALIA,2025-10-12
1703,12702,AW00012702,Yolanda,Shan,marry,female,1977-03-06,AUSTRALIA,2025-10-12
1704,12703,AW00012703,Renee,Suarez,marry,female,1976-12-17,AUSTRALIA,2025-10-12
1705,12704,AW00012704,Barbara,Nara,marry,female,1976-10-13,AUSTRALIA,2025-10-12
1706,12705,AW00012705,Andre,Garcia,marry,male,1980-08-06,AUSTRALIA,2025-10-12
1707,12706,AW00012706,Louis,Liang,marry,male,1980-01-10,AUSTRALIA,2025-10-12
1708,12707,AW00012707,Ian,Lewis,marry,male,1947-03-28,UNITED STATES,2025-10-12
1709,12708,AW00012708,Bonnie,Pal,marry,female,1952-04-21,UNITED STATES,2025-10-12
1710,12709,AW00012709,Ian,Rodriguez,marry,male,1946-07-14,UNITED STATES,2025-10-12
1711,12710,AW00012710,Dalton,Evans,single,male,1946-12-17,CANADA,2025-10-12
1712,12711,AW00012711,Heather,Zheng,single,female,1978-10-18,FRANCE,2025-10-12
1713,12712,AW00012712,Arthur,Romero,single,male,1979-02-14,GERMANY,2025-10-12
1714,12713,AW00012713,Deborah,Xie,single,female,1978-12-07,GERMANY,2025-10-12
1715,12714,AW00012714,Colleen,Lu,single,female,1979-01-14,GERMANY,2025-10-12
1716,12715,AW00012715,Eddie,Gill,marry,male,1969-01-14,AUSTRALIA,2025-10-12
1717,12716,AW00012716,Dale,Shen,single,male,1979-09-13,FRANCE,2025-10-12
1718,12717,AW00012717,Hannah,Wood,marry,female,1979-12-05,FRANCE,2025-10-12
1719,12718,AW00012718,Tammy,Sai,single,female,1980-05-13,FRANCE,2025-10-12
1720,12719,AW00012719,Cheryl,Ruiz,single,female,1985-11-30,FRANCE,2025-10-12
1721,12720,AW00012720,Nicolas,Chande,single,male,1980-05-01,FRANCE,2025-10-12
1722,12721,AW00012721,Rebekah,Martinez,single,female,1979-07-14,GERMANY,2025-10-12
1723,12722,AW00012722,Latasha,Gomez,single,female,1985-08-11,GERMANY,2025-10-12
1724,12723,AW00012723,Kurt,Jai,marry,male,1986-05-13,FRANCE,2025-10-12
1725,12724,AW00012724,Eddie,Martin,single,male,1985-07-23,GERMANY,2025-10-12
1726,12725,AW00012725,Gabrielle,James,marry,female,1916-02-10,GERMANY,2025-10-12
1727,12726,AW00012726,Kurt,Goel,single,male,1985-08-18,GERMANY,2025-10-12
1728,12727,AW00012727,Amanda,Ross,single,female,1985-10-10,FRANCE,2025-10-12
1729,12728,AW00012728,Jeremiah,Stewart,single,male,1984-12-23,GERMANY,2025-10-12
1730,12729,AW00012729,Jose,Perry,single,male,1984-11-12,n/a,2025-10-12
1731,12730,AW00012730,Karla,Becker,single,female,1984-04-14,n/a,2025-10-12
1732,12731,AW00012731,Steven,Murphy,single,male,1984-09-10,GERMANY,2025-10-12
1733,12732,AW00012732,Todd,Guo,single,male,1977-08-20,FRANCE,2025-10-12
1734,12733,AW00012733,Lacey,Cai,single,female,1977-08-26,n/a,2025-10-12
1735,12734,AW00012734,Margaret,Zhou,single,female,1978-04-02,FRANCE,2025-10-12
1736,12735,AW00012735,Donald,Mehta,single,male,1983-10-16,GERMANY,2025-10-12
1737,12736,AW00012736,Diana,Ruiz,single,female,1978-01-23,GERMANY,2025-10-12
1738,12737,AW00012737,Brett,Chandra,single,male,1978-07-19,FRANCE,2025-10-12
1739,12738,AW00012738,Melinda,Rubio,marry,female,1978-12-14,GERMANY,2025-10-12
1740,12739,AW00012739,Evan,Young,marry,male,1979-06-11,n/a,2025-10-12
1741,12740,AW00012740,Kathryn,Goel,single,female,1978-05-27,n/a,2025-10-12
1742,12741,AW00012741,Raymond,Sam,single,male,1977-08-02,GERMANY,2025-10-12
1743,12742,AW00012742,Samantha,Martinez,single,female,1978-05-22,GERMANY,2025-10-12
1744,12743,AW00012743,Carl,Kumar,marry,male,1978-06-18,n/a,2025-10-12
1745,12744,AW00012744,Anna,Moore,single,female,1978-05-27,n/a,2025-10-12
1746,12745,AW00012745,Rafael,Wu,single,male,1977-12-11,n/a,2025-10-12
1747,12746,AW00012746,Juan,Torres,single,male,1976-10-15,n/a,2025-10-12
1748,12747,AW00012747,Colleen,Hu,single,female,1982-10-29,GERMANY,2025-10-12
1749,12748,AW00012748,Grace,Bell,single,female,1977-02-07,FRANCE,2025-10-12
1750,12749,AW00012749,Miguel,Lee,single,male,1976-08-29,FRANCE,2025-10-12
1751,12750,AW00012750,Teresa,Vazquez,single,female,1976-02-08,FRANCE,2025-10-12
1752,12751,AW00012751,Priscilla,Xu,single,female,1976-06-10,GERMANY,2025-10-12
1753,12752,AW00012752,Jonathon,Alvarez,single,male,1976-05-17,FRANCE,2025-10-12
1754,12753,AW00012753,Ramon,Zhao,single,male,1976-11-16,FRANCE,2025-10-12
1755,12754,AW00012754,Lindsey,Deng,marry,female,1981-06-16,FRANCE,2025-10-12
1756,12755,AW00012755,Chloe,Hughes,single,female,1981-03-31,UNITED STATES,2025-10-12
1757,12756,AW00012756,Antonio,Butler,single,male,1980-12-23,UNITED STATES,2025-10-12
1758,12757,AW00012757,Sara,Ramirez,single,female,1980-06-18,UNITED STATES,2025-10-12
1759,12758,AW00012758,Stephanie,Ramirez,marry,female,1935-07-11,UNITED STATES,2025-10-12
1760,12759,AW00012759,Jada,Sanders,marry,female,1937-01-10,UNITED STATES,2025-10-12
1761,12760,AW00012760,Krista,Gomez,single,female,1971-07-26,CANADA,2025-10-12
1762,12761,AW00012761,Alexandra,Richardson,single,female,1971-09-01,UNITED STATES,2025-10-12
1763,12762,AW00012762,Jonathan,Smith,marry,male,1964-12-16,UNITED STATES,2025-10-12
1764,12763,AW00012763,Chloe,Russell,marry,female,1969-08-01,CANADA,2025-10-12
1765,12764,AW00012764,Alexandra,Harris,marry,female,1964-08-13,UNITED STATES,2025-10-12
1766,12765,AW00012765,Robyn,Gill,marry,female,1959-11-17,CANADA,2025-10-12
1767,12766,AW00012766,Jordyn,Bryant,marry,female,1971-02-08,UNITED STATES,2025-10-12
1768,12767,AW00012767,Christopher,Robinson,marry,male,1960-05-02,UNITED STATES,2025-10-12
1769,12768,AW00012768,Johnathan,Chapman,marry,male,1959-11-23,UNITED STATES,2025-10-12
1770,12769,AW00012769,Thomas,Zhang,marry,male,1960-09-17,UNITED STATES,2025-10-12
1771,12770,AW00012770,Charles,Evans,marry,male,1966-09-19,UNITED STATES,2025-10-12
1772,12771,AW00012771,Morgan,Thomas,marry,female,1966-10-18,UNITED STATES,2025-10-12
1773,12772,AW00012772,Abigail,Clark,marry,female,1960-10-22,UNITED STATES,2025-10-12
1774,12773,AW00012773,Samantha,Taylor,marry,female,1961-05-08,UNITED STATES,2025-10-12
1775,12774,AW00012774,Kristen,Gao,marry,female,1971-09-18,UNITED STATES,2025-10-12
1776,12775,AW00012775,Connor,Griffin,marry,male,1972-03-03,UNITED STATES,2025-10-12
1777,12776,AW00012776,Blake,Campbell,marry,male,1960-07-17,UNITED STATES,2025-10-12
1778,12777,AW00012777,Joseph,Anderson,marry,male,1961-11-19,UNITED STATES,2025-10-12
1779,12778,AW00012778,Connie,Morgan,marry,female,1961-10-06,UNITED STATES,2025-10-12
1780,12779,AW00012779,Mason,Rogers,marry,male,1962-01-31,UNITED STATES,2025-10-12
1781,12780,AW00012780,Jeremy,Richardson,marry,male,1967-03-19,UNITED STATES,2025-10-12
1782,12781,AW00012781,Emma,James,marry,female,1961-12-26,CANADA,2025-10-12
1783,12782,AW00012782,Elizabeth,Long,marry,female,1978-03-12,CANADA,2025-10-12
1784,12783,AW00012783,Jerome,Gutierrez,marry,male,1961-10-06,CANADA,2025-10-12
1785,12784,AW00012784,Jonathan,Campbell,marry,male,1961-09-04,UNITED STATES,2025-10-12
1786,12785,AW00012785,Javier,Ortega,marry,male,1967-03-19,CANADA,2025-10-12
1787,12786,AW00012786,James,Yang,marry,male,1961-08-31,UNITED STATES,2025-10-12
1788,12787,AW00012787,Katelyn,Cook,single,female,1967-10-18,UNITED STATES,2025-10-12
1789,12788,AW00012788,Amanda,Nelson,marry,female,1962-12-26,UNITED STATES,2025-10-12
1790,12789,AW00012789,Jamie,Zeng,marry,female,1962-10-22,UNITED STATES,2025-10-12
1791,12790,AW00012790,Brandon,Kumar,single,male,1964-04-03,UNITED STATES,2025-10-12
1792,12791,AW00012791,Angelica,Foster,single,female,1975-03-23,UNITED STATES,2025-10-12
1793,12792,AW00012792,Blake,White,marry,male,1963-09-18,UNITED STATES,2025-10-12
1794,12793,AW00012793,Jessie,Guo,marry,male,1969-04-13,UNITED STATES,2025-10-12
1795,12794,AW00012794,Megan,Jackson,single,female,1965-04-06,UNITED STATES,2025-10-12
1796,12795,AW00012795,Antonio,Foster,marry,male,1964-10-09,CANADA,2025-10-12
1797,12796,AW00012796,Jason,Zhang,marry,male,1964-09-04,UNITED STATES,2025-10-12
1798,12797,AW00012797,Patrick,Howard,single,male,1965-02-19,UNITED STATES,2025-10-12
1799,12798,AW00012798,Andy,Gutierrez,marry,male,1973-07-13,FRANCE,2025-10-12
1800,12799,AW00012799,George,Chandra,marry,male,1984-12-09,GERMANY,2025-10-12
1801,12800,AW00012800,Lacey,Chen,marry,female,1973-09-18,GERMANY,2025-10-12
1802,12801,AW00012801,Melody,Browning,single,female,1973-07-04,GERMANY,2025-10-12
1803,12802,AW00012802,Alan,Sun,single,male,1973-10-16,GERMANY,2025-10-12
1804,12803,AW00012803,Heather,Li,marry,female,1973-09-15,n/a,2025-10-12
1805,12804,AW00012804,Jaclyn,Chander,single,female,1973-12-02,FRANCE,2025-10-12
1806,12805,AW00012805,Marvin,Moreno,marry,male,1973-12-11,FRANCE,2025-10-12
1807,12806,AW00012806,Ronnie,Zeng,marry,male,1973-09-15,GERMANY,2025-10-12
1808,12807,AW00012807,Nina,Kumar,single,female,1974-02-01,GERMANY,2025-10-12
1809,12808,AW00012808,Marc,Schmidt,marry,male,1973-11-08,n/a,2025-10-12
1810,12809,AW00012809,Michele,Navarro,marry,female,1973-03-21,GERMANY,2025-10-12
1811,12810,AW00012810,Chase,Stewart,marry,male,1932-01-25,GERMANY,2025-10-12
1812,12811,AW00012811,Marc,Serrano,single,male,1978-04-16,GERMANY,2025-10-12
1813,12812,AW00012812,Brandi,Sanz,marry,female,1973-02-17,FRANCE,2025-10-12
1814,12813,AW00012813,Reginald,Ramos,marry,male,1973-05-07,GERMANY,2025-10-12
1815,12814,AW00012814,Casey,Sharma,single,female,1983-10-04,GERMANY,2025-10-12
1816,12815,AW00012815,Dominique,Mehta,marry,female,1972-12-23,GERMANY,2025-10-12
1817,12816,AW00012816,Tammy,Mehta,single,female,1977-06-20,GERMANY,2025-10-12
1818,12817,AW00012817,Theodore,Suarez,single,male,1971-08-09,FRANCE,2025-10-12
1819,12818,AW00012818,Curtis,She,marry,male,1971-08-18,FRANCE,2025-10-12
1820,12819,AW00012819,Nicolas,Chander,single,male,1977-04-19,FRANCE,2025-10-12
1821,12820,AW00012820,Derek,Tang,single,male,1971-08-09,FRANCE,2025-10-12
1822,12821,AW00012821,Cesar,McDonald,marry,male,1978-06-11,FRANCE,2025-10-12
1823,12822,AW00012822,Alexandra,James,marry,female,1978-05-20,GERMANY,2025-10-12
1824,12823,AW00012823,Bethany,She,marry,female,1933-05-16,FRANCE,2025-10-12
1825,12824,AW00012824,Kristopher,Subram,single,male,1971-11-03,FRANCE,2025-10-12
1826,12825,AW00012825,Kelvin,Hu,marry,male,1971-07-20,GERMANY,2025-10-12
1827,12826,AW00012826,Caleb,Gonzalez,single,male,1971-01-04,GERMANY,2025-10-12
1828,12827,AW00012827,Nicolas,Raje,single,male,1971-01-12,GERMANY,2025-10-12
1829,12828,AW00012828,Carol,Rubio,single,female,1975-06-01,GERMANY,2025-10-12
1830,12829,AW00012829,Micah,Li,single,male,1970-01-11,GERMANY,2025-10-12
1831,12830,AW00012830,Russell,Raje,single,male,1970-06-23,FRANCE,2025-10-12
1832,12831,AW00012831,Kathryn,Lal,single,female,1975-01-12,GERMANY,2025-10-12
1833,12832,AW00012832,Douglas,Prasad,single,male,1969-10-19,GERMANY,2025-10-12
1834,12833,AW00012833,Sheena,Goel,single,female,1975-01-13,GERMANY,2025-10-12
1835,12834,AW00012834,Kelsey,Xie,marry,female,1975-03-10,FRANCE,2025-10-12
1836,12835,AW00012835,Karl,Yuan,single,male,1969-03-21,GERMANY,2025-10-12
1837,12836,AW00012836,Rodney,Munoz,single,male,1968-08-30,n/a,2025-10-12
1838,12837,AW00012837,Nicole,Anderson,marry,female,1939-03-27,GERMANY,2025-10-12
1839,12838,AW00012838,Ralph,Beck,marry,male,1971-11-08,GERMANY,2025-10-12
1840,12839,AW00012839,Dominique,Fernandez,single,female,1971-12-16,n/a,2025-10-12
1841,12840,AW00012840,Naomi,Sanz,marry,female,1945-08-08,n/a,2025-10-12
1842,12841,AW00012841,Yolanda,Xie,single,female,1976-08-20,FRANCE,2025-10-12
1843,12842,AW00012842,Kelvin,Becker,single,male,1981-08-30,FRANCE,2025-10-12
1844,12843,AW00012843,Summer,Smith,single,female,1971-01-30,FRANCE,2025-10-12
1845,12844,AW00012844,Gerald,Gonzalez,marry,male,1970-09-25,GERMANY,2025-10-12
1846,12845,AW00012845,Angela,Torres,marry,female,1976-11-24,GERMANY,2025-10-12
1847,12846,AW00012846,Bridget,Nara,single,female,1970-01-03,GERMANY,2025-10-12
1848,12847,AW00012847,Colin,Chander,marry,male,1970-01-14,n/a,2025-10-12
1849,12848,AW00012848,Brittney,Lu,marry,female,1970-05-02,n/a,2025-10-12
1850,12849,AW00012849,Adam,Baker,single,male,1974-02-22,FRANCE,2025-10-12
1851,12850,AW00012850,Johnny,Raji,single,male,1982-12-04,GERMANY,2025-10-12
1852,12851,AW00012851,Brandy,Sai,single,female,1985-03-25,FRANCE,2025-10-12
1853,12852,AW00012852,Teresa,Carlson,single,female,1984-08-03,GERMANY,2025-10-12
1854,12853,AW00012853,Evelyn,Malhotra,marry,female,1969-02-21,n/a,2025-10-12
1855,12854,AW00012854,Reginald,Romero,marry,male,1968-11-19,n/a,2025-10-12
1856,12855,AW00012855,Philip,Diaz,marry,male,1968-08-02,n/a,2025-10-12
1857,12856,AW00012856,Rosa,Lin,marry,female,1979-10-01,n/a,2025-10-12
1858,12857,AW00012857,Raul,Kumar,marry,male,1969-02-13,n/a,2025-10-12
1859,12858,AW00012858,Adriana,Mehta,single,female,1967-10-19,GERMANY,2025-10-12
1860,12859,AW00012859,Evelyn,Gonzalez,single,female,1968-02-14,n/a,2025-10-12
1861,12860,AW00012860,Jillian,Prasad,marry,female,1973-03-21,n/a,2025-10-12
1862,12861,AW00012861,Robyn,Jimenez,marry,female,1973-03-21,n/a,2025-10-12
1863,12862,AW00012862,Melinda,Ortega,single,female,1983-08-11,FRANCE,2025-10-12
1864,12863,AW00012863,Caleb,Zhang,single,male,1984-02-22,GERMANY,2025-10-12
1865,12864,AW00012864,Michelle,Townsend,single,female,1983-10-31,n/a,2025-10-12
1866,12865,AW00012865,Brandy,Martinez,marry,female,1981-09-21,n/a,2025-10-12
1867,12866,AW00012866,Janelle,Fernandez,single,female,1980-12-15,FRANCE,2025-10-12
